delay,embed,RR,DET,L,Lmax,DIV,ENTR,TREND,LAM,TT,Vmax,VENTR,MRT,RTE,NMPRT
136,2,0.05000000969430182,0.919039413380067,216.42729970326408,6423,0.00015569048731122528,5.783054313745985,-0.011817042034360636,0.031026138935915635,57.21090259159964,100,2.8449398996742388,447.9363981867302,4.915323555933412,1890
